"customerID","gender","tenure","PhoneService","MultipleProducts","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","UsingSocial","SupportMovies","TimeUsingProduct","PaperlessBilling","PaymentMethod","MonthlyCharges","WorkaroundIntensity","IsLeadUser"
"6060-DRTNL","Female",5,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",84.85,415.55,"No"
"8473-VUVJN","Male",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.65,73.65,"No"
"6289-CPNLD","Male",33,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",73.9,2405.05,"No"
"5536-SLHPM","Female",55,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",77.75,4458.15,"No"
"7609-YBPXG","Male",54,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",87.1,4735.2,"Yes"
"0196-VULGZ","Female",6,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.35,474.9,"No"
"8837-VVWLQ","Female",8,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.95,668.4,"No"
"2696-NARTR","Male",11,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",73.85,926.25,"No"
"7614-QVWQL","Male",49,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",51.8,2541.25,"No"
"1976-CFOCS","Female",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",46,46,"No"
"4631-OACRM","Male",15,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.4,1156.1,"No"
"3755-JBMNH","Male",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",71.8,1167.8,"No"
"6345-ULYRW","Male",44,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","No","Mailed check",88.4,3912.9,"No"
"1809-DMJHQ","Female",5,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",46,221.7,"No"
"6923-EFPNL","Male",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",51.75,201.1,"No"
"9574-RKJIF","Male",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,2838.7,"No"
"2619-WFQWU","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.15,70.15,"No"
"0778-NELLA","Male",9,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",34.7,296.1,"No"
"8029-XYPWT","Male",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.05,8016.6,"Yes"
"4614-NUVZD","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.1,81.1,"No"
"3803-KMQFW","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.55,20.55,"No"
"6804-GDMOI","Female",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",106.6,6428.4,"No"
"9572-MTILT","Male",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",106.75,6252.9,"No"
"9611-CTWIH","Female",3,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.45,240.45,"No"
"0329-GTIAJ","Female",3,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",97.9,315.3,"No"
"6629-CZTTH","Male",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",55.7,55.7,"No"
"5364-EVNIB","Male",13,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",79.8,973.45,"No"
"0675-NCDYU","Female",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",116.4,8543.25,"Yes"
"8023-QHAIO","Female",56,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",76.85,4275.75,"Yes"
"5087-SUURX","Female",18,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",39.05,669.85,"No"
"0013-EXCHZ","Female",3,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",83.9,267.4,"No"
"5550-VFRLC","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85,69.85,"No"
"4929-BSTRX","Female",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",53.55,53.55,"No"
"2225-ZRGSG","Female",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",93.9,6579.05,"No"
"5271-YNWVR","Male",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",113.15,7856,"No"
"2657-ALMWY","Female",26,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",84.95,2169.75,"No"
"6330-JKLPC","Male",11,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.5,896.9,"No"
"4667-OHGKG","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.3,19.3,"No"
"1707-HABPF","Female",46,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",91.3,4126.35,"Yes"
"1660-HSOOQ","Male",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",49.65,49.65,"No"
"7253-UVNDW","Female",46,"Yes","No","DSL","No","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",54.35,2460.15,"No"
"7228-OMTPN","Male",4,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",88.45,370.65,"No"
"6284-AHOOQ","Male",22,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",90.5,1910.6,"No"
"2344-JMOGN","Male",9,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",94.85,890.6,"No"
"3799-ISUZQ","Male",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.95,529.5,"No"
"1794-HBQTJ","Female",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",48.6,48.6,"No"
"2460-FPSYH","Female",40,"No","No phone service","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",55.8,2109.35,"No"
"4818-DRBQT","Male",29,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.15,2265.25,"No"
"1320-HTRDR","Female",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.5,220.6,"No"
"1493-AMTIE","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.2,20.2,"No"
"6424-ELEYH","Female",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.75,229.5,"No"
"4391-RESHN","Male",23,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",104.05,2470.1,"No"
"6821-BUXUX","Female",13,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",96.65,1244.5,"No"
"5028-HTLJB","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,20.05,"No"
"9801-GDWGV","Female",39,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.45,3994.45,"No"
"2320-JRSDE","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.9,19.9,"No"
"0601-WZHJF","Male",14,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",46.35,667.7,"No"
"4423-JWZJN","Male",64,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)",90.25,5629.15,"Yes"
"5143-WMWOG","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.95,19.95,"No"
"5393-RXQSZ","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",79.6,79.6,"No"
"0231-LXVAP","Male",1,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",75.9,75.9,"No"
"9444-JTXHZ","Male",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",76.2,76.2,"No"
"5510-BOIUJ","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.25,19.25,"No"
"4471-KXAUH","Female",42,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",84.3,3588.4,"No"
"7638-QVMVY","Female",7,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79,522.95,"No"
"1576-PFZIW","Male",70,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",105.35,7511.9,"Yes"
"3244-DCJWY","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.25,70.25,"No"
"0875-CABNR","Female",10,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",84.6,865.55,"No"
"7812-FZHPE","Female",17,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",24.1,409.9,"No"
"5915-DGNVC","Female",49,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check",71.8,3472.05,"Yes"
"4797-AXPXK","Female",1,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",60,60,"No"
"5229-PRWKT","Male",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.55,649.65,"No"
"6982-UQZLY","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.85,20.85,"No"
"5057-LCOUI","Female",39,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.75,2011.4,"No"
"0193-ESZXP","Female",58,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.5,6205.5,"No"
"4369-HTUIF","Male",6,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",85.15,503.6,"No"
"5327-XOKKY","Male",72,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",73.45,5329,"Yes"
"0156-FVPTA","Male",22,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",54.2,1152.7,"No"
"1984-FCOWB","Female",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",109.5,7674.55,"No"
"0654-HMSHN","Male",21,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",104.4,2157.95,"No"
"5287-QWLKY","Male",71,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",105.1,7548.1,"No"
"5196-SGOAK","Female",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",75.7,75.7,"No"
"1891-UAWWU","Female",20,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",90.8,1951,"No"
"6108-OQZDQ","Female",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.95,384.5,"No"
"0363-QJVFX","Male",32,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",108.15,3432.9,"No"
"9840-DVNDC","Male",6,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",80.5,463.05,"No"
"3096-JRDSO","Female",27,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.3,2867.75,"No"
"8042-JVNFH","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",71.35,71.35,"No"
"3374-LXDEV","Female",13,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",89.4,1132.35,"No"
"5049-GLYVG","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.6,20.6,"No"
"4199-QHJNM","Male",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",102.9,6989.7,"Yes"
"5883-GTGVD","Male",19,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.95,1931.75,"No"
"4817-QRJSX","Female",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",81,818.05,"No"
"2398-YPMUR","Female",13,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,916.75,"No"
"9985-MWVIX","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.15,70.15,"No"
"1265-XTECC","Female",68,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",96.55,6581.9,"No"
"2237-ZFSMY","Female",39,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",95.55,3692.85,"No"
"4871-JTKJF","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65,"No"
"1415-YFWLT","Female",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.3,89.3,"No"
"6711-VTNRE","Female",36,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",87.55,3078.1,"No"
"3500-RMZLT","Female",15,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Mailed check",96.3,1426.75,"No"
"4548-SDBKE","Female",5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.2,474.8,"No"
"8066-POXGX","Female",13,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",35.1,446.1,"No"
"4143-OOBWZ","Male",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.3,416.3,"No"
"7854-EKTJL","Female",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.6,35.85,"No"
"9102-IAYHT","Female",17,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.45,1451.6,"No"
"6754-LZUKA","Male",61,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",80.9,4932.5,"Yes"
"3422-LYEPQ","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71,71,"No"
"2642-DTVCO","Male",9,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.05,746.5,"No"
"4361-JEIVL","Male",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.4,44.4,"No"
"5321-NTRKC","Male",66,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",79.85,5234.95,"Yes"
"1363-TXLSL","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,70.3,"No"
"9507-EXLTT","Female",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",79.35,79.35,"No"
"9846-GKXAS","Female",9,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",90.8,809.75,"No"
"6017-PPLPX","Male",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.45,1470.95,"No"
"7136-RVDTZ","Male",70,"No","No phone service","DSL","No","No","No","No","Yes","Yes","One year","Yes","Electronic check",45.25,3264.45,"No"
"4581-SSPWD","Female",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.8,246.3,"No"
"6927-WTFIV","Male",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",71.3,1389.2,"No"
"3398-ZOUAA","Male",21,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.1,1474.75,"No"
"0378-NHQXU","Female",17,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",88.25,1460.65,"No"
"4512-ZUIYL","Female",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70,153.05,"No"
"7969-AULMZ","Female",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.35,2119.5,"No"
"0568-ONFPC","Male",5,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",25.9,135,"No"
"0733-VUNUW","Male",24,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.65,1400.55,"No"
"4550-EVXNY","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65,"No"
"2968-SSGAA","Female",10,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.6,1060.2,"No"
"2296-DKZFP","Female",65,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",71,4386.2,"Yes"
"4844-JJWUY","Female",1,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86,86,"No"
"6777-TGHTM","Female",53,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",106.95,5785.5,"No"
"3538-WZPHD","Male",3,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",29.6,79.45,"No"
"4785-QRJHC","Male",46,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",59.9,2816.65,"No"
"8610-WFCJF","Female",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.6,4783.5,"No"
"4905-JEFDW","Male",11,"No","No phone service","DSL","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",41.6,470.6,"No"
"7881-INRLC","Male",45,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.85,4740,"No"
"0117-LFRMW","Male",37,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",40.2,1448.8,"No"
"6172-FECYY","Male",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.5,4254.85,"No"
"1965-AKTSX","Female",14,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",78.95,1101.85,"No"
"4786-UKSNZ","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.2,20.2,"No"
"7248-VZQLC","Female",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.2,3969.35,"No"
"5965-GGPRW","Male",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",105.25,7609.75,"Yes"
"5828-DWPIL","Male",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",89.1,5618.3,"Yes"
"0011-IGKFF","Male",13,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98,1237.85,"No"
"4192-GORJT","Male",5,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.45,498.1,"No"
"6496-SLWHQ","Male",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105,294.45,"No"
"9912-GVSEQ","Female",26,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.85,2381.55,"No"
"5383-MMTWC","Female",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84,613.4,"No"
"7240-ETPTR","Female",9,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",48.75,442.2,"No"
"2202-CUYXZ","Male",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",84.85,84.85,"No"
"5995-OIGLP","Male",12,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",56.65,654.85,"No"
"6261-RCVNS","Female",42,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",73.9,3160.55,"No"
"7951-QKZPL","Female",33,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.5,740.3,"No"
"8756-RDDLT","Female",68,"No","No phone service","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","No","Electronic check",44.95,3085.35,"Yes"
"3640-PHQXK","Female",31,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",89.9,2806.9,"No"
"6877-LGWXO","Male",18,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",78.55,1422.65,"No"
"9782-LGXMC","Female",49,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",61.75,3024.15,"Yes"
"8019-ENHXU","Male",42,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",99.45,4138.05,"No"
"5167-GBFRE","Male",4,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.2,102.5,"No"
"9033-EOXWV","Female",12,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","No","Mailed check",74.05,872.65,"No"
"1324-NLTJE","Female",15,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",55,757.1,"No"
"1522-VVDMG","Male",7,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",89.75,608.8,"No"
"9185-TQCVP","Male",14,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.15,1139.2,"No"
"3585-YNADK","Female",57,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",74.6,4368.95,"Yes"
"5567-WSELE","Male",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.6,279.55,"No"
"8063-RJYNF","Male",16,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.25,1483.25,"No"
"0687-ZVTHB","Male",65,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)",72.45,4653.85,"No"
"9661-ACXBS","Female",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.2,4400.75,"No"
"3727-RJMEO","Male",6,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",82.85,460.25,"No"
"6646-VRFOL","Male",53,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.85,5485.5,"No"
"5685-IIXLY","Female",5,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.6,404.2,"No"
"5671-UUNXD","Female",50,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.65,5189.75,"Yes"
"4250-ZBWLV","Male",68,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",108.45,7176.55,"No"
"5095-AESKG","Female",3,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",91.5,242.95,"No"
"1871-MOWRM","Male",12,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",80.85,866.45,"No"
"2027-OAQQC","Female",43,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",49.05,2076.2,"No"
"9090-SGQXL","Male",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.3,7299.65,"No"
"6595-YGXIT","Male",25,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",88.95,2291.2,"No"
"9835-ZIITK","Male",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",110.85,7491.75,"No"
"1555-DJEQW","Female",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.2,7723.9,"No"
"5649-TJHOV","Male",27,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",36.5,1032,"No"
"0519-XUZJU","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.75,70.75,"No"
"6338-AVWCY","Male",3,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",40.15,130.75,"No"
